student_uid,Cantidad_Envios_error_AssertionError,Cantidad_Envios_error_AttributeError,Cantidad_Envios_error_EOFError,Cantidad_Envios_error_IndentationError,Cantidad_Envios_error_NameError,Cantidad_Envios_error_SyntaxError,Cantidad_Envios_error_TypeError,Ejercicios_unicos_error_AssertionError,Ejercicios_unicos_error_AttributeError,Ejercicios_unicos_error_EOFError,Ejercicios_unicos_error_IndentationError,Ejercicios_unicos_error_NameError,Ejercicios_unicos_error_SyntaxError,Ejercicios_unicos_error_TypeError,Cantidad_Envios,Ejercicios_unicos_caller,Cant_envios_paso,Cant_envios_no_paso,Cant_ejerc_pasoTotal_envios,Cant_ejerc_no_pasoTotal_envios,dif_ejerciciosUnicos_Paso,cant_envios,cant_ejercicios_unicos,tiempo_invertido_horas,tiempo_invertido_dias,Avance_caller,avg_tiempo,Ejercicios_unicos_other,Avance_original
219,0,0,0,6,0,70,0,0,0,0,3,0,13,0,273,31,47,226,30,23,1,42.0,4.0,167.29,6.9704,0,3.983095238095238,4.0,1.0
220,0,0,0,21,0,69,0,0,0,0,7,0,21,0,210,40,64,146,40,29,0,191.0,40.0,486.81,20.2838,0,2.548743455497382,40.0,0.0
221,0,0,0,69,1,24,0,0,0,0,7,1,12,0,218,40,53,165,39,18,1,157.0,19.0,17.95,0.7479,0,0.1143312101910828,19.0,1.0
222,0,0,0,5,0,32,0,0,0,0,3,0,13,0,200,40,69,131,40,27,0,41.0,11.0,1.42,0.0592,0,0.03463414634146341,11.0,1.0
223,0,0,0,2,3,13,0,0,0,0,2,1,6,0,117,40,66,51,40,14,0,278.0,40.0,35.51,1.4796,0,0.12773381294964029,40.0,0.0
224,2,0,0,7,0,52,0,2,0,0,1,0,12,0,227,40,69,158,40,23,0,30.0,12.0,0.34,0.0142,0,0.011333333333333334,12.0,1.0
225,0,0,0,4,0,61,0,0,0,0,2,0,18,0,199,40,61,138,40,27,0,42.0,7.0,1.85,0.0771,0,0.04404761904761905,7.0,1.0
226,0,0,0,9,0,10,0,0,0,0,4,0,7,0,109,40,55,54,40,14,0,22.0,10.0,131.13,5.4638,0,5.960454545454545,10.0,1.0
228,0,0,0,29,1,80,0,0,0,0,5,1,14,0,205,39,55,150,39,21,0,45.0,9.0,2.28,0.095,0,0.050666666666666665,9.0,1.0
229,0,0,0,2,0,35,0,0,0,0,2,0,15,0,188,40,58,130,40,27,0,51.0,15.0,2.64,0.11,0,0.05176470588235294,15.0,1.0
230,0,0,0,15,3,54,0,0,0,0,5,1,11,0,325,40,62,263,40,29,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
232,0,0,0,2,0,11,0,0,0,0,1,0,5,0,111,40,53,58,38,19,2,3.0,1.0,0.03,0.0012,0,0.01,1.0,1.0
233,0,0,0,26,0,137,0,0,0,0,9,0,22,0,338,40,62,276,40,30,0,164.0,40.0,54.58,2.2742,0,0.33280487804878045,40.0,0.0
234,0,0,0,0,0,12,0,0,0,0,0,0,8,0,111,40,58,53,40,17,0,142.0,36.0,9.63,0.4013,0,0.06781690140845072,36.0,1.0
235,0,0,0,22,2,62,0,0,0,0,8,1,14,0,211,36,37,174,25,22,11,23.0,7.0,13.56,0.565,0,0.5895652173913044,7.0,1.0
236,0,0,0,13,1,147,0,0,0,0,5,1,21,0,238,32,44,194,26,24,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
237,0,0,0,0,0,5,0,0,0,0,0,0,2,0,8,2,2,6,1,2,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
238,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,1,4,1,1,0,217.0,40.0,202.91,8.4546,0,0.9350691244239632,40.0,0.0
239,0,0,0,7,0,13,0,0,0,0,1,0,4,0,45,11,21,24,11,6,0,154.0,40.0,379.25,15.8021,0,2.4626623376623376,40.0,0.0
240,0,0,0,10,2,9,0,0,0,0,5,1,4,0,95,40,57,38,40,13,0,320.0,37.0,500.94,20.8725,0,1.5654375,37.0,1.0
241,0,0,0,7,0,2,0,0,0,0,2,0,1,0,64,7,7,57,4,5,3,301.0,40.0,166.96,6.9567,0,0.5546843853820598,40.0,0.0
242,0,0,0,20,1,94,0,0,0,0,7,1,21,0,280,40,56,224,35,28,5,169.0,40.0,630.55,26.2729,0,3.731065088757396,40.0,0.0
243,0,0,0,5,0,4,0,0,0,0,2,0,4,0,65,37,46,19,37,10,0,101.0,40.0,169.79,7.0746,0,1.681089108910891,40.0,0.0
244,0,0,0,3,2,2,0,0,0,0,2,1,2,0,64,34,33,31,31,12,3,240.0,40.0,233.93,9.7471,0,0.9747083333333334,40.0,0.0
245,0,0,0,1,0,17,0,0,0,0,1,0,6,0,106,24,32,74,17,16,7,110.0,40.0,168.33,7.0138,0,1.5302727272727275,40.0,0.0
246,0,0,0,4,0,1,0,0,0,0,2,0,1,0,17,7,12,5,6,3,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
248,0,0,0,2,1,23,0,0,0,0,2,1,7,0,136,39,49,87,32,20,7,274.0,40.0,891.78,37.1575,0,3.2546715328467153,40.0,0.0
249,0,0,0,0,0,3,0,0,0,0,0,0,2,0,15,5,8,7,4,3,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
252,0,0,0,0,0,35,0,0,0,0,0,0,13,0,181,40,61,120,40,21,0,169.0,40.0,1119.24,46.635,0,6.622721893491124,40.0,0.0
253,0,0,0,0,2,41,0,0,0,0,0,1,13,0,306,40,67,239,40,24,0,315.0,26.0,1103.73,45.9888,0,3.503904761904762,26.0,1.0
254,0,0,0,9,2,65,0,0,0,0,3,1,12,0,209,40,65,144,40,18,0,232.0,38.0,1592.58,66.3575,0,6.8645689655172415,38.0,1.0
255,0,0,0,5,0,31,0,0,0,0,3,0,14,0,147,40,66,81,40,22,0,200.0,38.0,191.69,7.9871,0,0.95845,38.0,1.0
257,0,0,0,0,0,27,0,0,0,0,0,0,12,0,167,40,54,113,40,25,0,319.0,40.0,1583.27,65.9696,0,4.9632288401253915,40.0,0.0
258,0,0,0,25,6,72,0,0,0,0,10,1,16,0,345,40,61,284,40,29,0,258.0,40.0,1172.56,48.8567,0,4.544806201550387,40.0,0.0
259,0,0,0,1,0,29,0,0,0,0,1,0,10,0,127,40,56,71,40,19,0,152.0,37.0,862.45,35.9354,0,5.674013157894737,37.0,1.0
261,0,0,0,23,1,42,0,0,0,0,9,1,14,0,191,40,57,134,40,29,0,216.0,40.0,399.8,16.6583,0,1.850925925925926,40.0,0.0
262,0,0,0,23,0,18,0,0,0,0,8,0,8,0,134,40,43,91,40,20,0,123.0,40.0,1115.59,46.4829,0,9.069837398373982,40.0,0.0
263,0,0,0,9,1,36,0,0,0,0,3,1,11,0,154,40,58,96,40,23,0,171.0,40.0,190.11,7.9212,0,1.1117543859649124,40.0,0.0
267,0,0,0,11,1,43,0,0,0,0,4,1,10,0,192,40,59,133,40,22,0,183.0,40.0,375.61,15.6504,0,2.0525136612021857,40.0,0.0
268,0,0,0,21,1,58,0,0,0,0,4,1,15,0,208,40,55,153,39,29,1,187.0,26.0,255.24,10.635,0,1.3649197860962567,26.0,1.0
269,0,0,0,1,2,17,0,0,0,0,1,1,7,0,149,40,59,90,40,17,0,113.0,40.0,131.61,5.4838,0,1.1646902654867257,40.0,0.0
270,0,0,0,24,0,71,0,0,0,0,7,0,20,0,251,40,65,186,40,29,0,272.0,39.0,1518.69,63.2788,0,5.583419117647059,39.0,1.0
271,0,0,0,2,0,44,0,0,0,0,2,0,11,0,144,40,59,85,40,17,0,238.0,40.0,1518.36,63.265,0,6.379663865546218,40.0,0.0
272,0,0,0,54,0,53,0,0,0,0,10,0,13,0,212,40,59,153,40,24,0,312.0,40.0,1519.99,63.3329,0,4.871762820512821,40.0,0.0
273,0,0,0,1,2,63,0,0,0,0,1,2,12,0,285,40,89,196,40,22,0,256.0,40.0,933.63,38.9012,0,3.6469921875,40.0,0.0
274,0,0,0,38,4,107,0,0,0,0,11,1,22,0,346,40,59,287,40,28,0,167.0,40.0,1248.54,52.0225,0,7.4762874251497005,40.0,0.0
275,0,0,0,13,1,17,0,0,0,0,3,1,8,0,120,40,59,61,40,22,0,212.0,40.0,1152.97,48.0404,0,5.4385377358490565,40.0,0.0
276,1,0,0,6,0,68,0,1,0,0,3,0,11,0,187,40,59,128,40,19,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
277,0,0,0,9,0,25,0,0,0,0,4,0,9,0,127,40,63,64,40,19,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
278,0,0,0,41,0,51,0,0,0,0,8,0,14,0,197,40,60,137,40,27,0,92.0,28.0,337.55,14.0646,0,3.669021739130435,28.0,1.0
279,0,0,0,6,1,47,0,0,0,0,2,1,11,0,159,40,60,99,40,22,0,239.0,40.0,1106.45,46.1021,0,4.629497907949791,40.0,0.0
280,0,0,0,0,1,7,0,0,0,0,0,1,5,0,92,40,55,37,39,16,1,237.0,40.0,813.08,33.8783,0,3.4307172995780593,40.0,0.0
281,0,0,0,3,0,29,0,0,0,0,2,0,10,0,132,40,60,72,40,19,0,106.0,40.0,505.58,21.0658,0,4.769622641509434,40.0,0.0
282,0,0,0,10,0,49,0,0,0,0,5,0,18,0,151,39,44,107,39,27,0,144.0,40.0,659.96,27.4983,0,4.583055555555556,40.0,0.0
284,0,0,0,16,4,63,0,0,0,0,8,1,18,0,253,39,55,198,39,24,0,22.0,7.0,8.97,0.3738,0,0.40772727272727277,7.0,1.0
285,0,0,0,19,0,89,0,0,0,0,8,0,18,0,249,37,68,181,37,22,0,104.0,40.0,1500.89,62.5371,0,14.431634615384617,40.0,0.0
286,0,0,0,2,0,9,0,0,0,0,2,0,6,0,102,40,56,46,40,14,0,65.0,31.0,1433.61,59.7337,0,22.05553846153846,31.0,1.0
287,0,0,0,6,3,29,0,0,0,0,3,1,12,0,117,37,42,75,30,25,7,116.0,7.0,1122.56,46.7733,0,9.677241379310344,7.0,1.0
288,0,0,0,4,0,48,0,0,0,0,2,0,11,0,141,28,36,105,22,18,6,46.0,11.0,109.22,4.5508,0,2.3743478260869564,11.0,1.0
289,0,0,0,7,0,50,0,0,0,0,3,0,17,0,201,40,77,124,40,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
291,0,0,0,12,0,106,0,0,0,0,7,0,17,0,266,40,63,203,40,26,0,337.0,40.0,268.59,11.1912,0,0.7970029673590504,40.0,0.0
292,0,0,1,10,0,14,0,0,0,1,5,0,7,0,129,40,66,63,40,22,0,256.0,40.0,1366.58,56.9408,0,5.338203125,40.0,0.0
293,0,0,0,30,0,23,0,0,0,0,3,0,10,0,170,40,62,108,40,22,0,189.0,40.0,1193.13,49.7138,0,6.312857142857143,40.0,0.0
294,0,0,0,20,0,75,0,0,0,0,4,0,11,0,245,40,59,186,40,23,0,176.0,40.0,888.3,37.0125,0,5.047159090909091,40.0,0.0
295,0,0,0,5,0,26,0,0,0,0,3,0,8,0,131,40,59,72,40,16,0,102.0,40.0,168.08,7.0033,0,1.647843137254902,40.0,0.0
296,0,0,0,13,0,25,0,0,0,0,5,0,14,0,178,40,70,108,40,27,0,222.0,40.0,1322.08,55.0867,0,5.955315315315315,40.0,0.0
297,0,0,0,0,0,4,0,0,0,0,0,0,2,0,23,7,14,9,5,2,2,148.0,40.0,1368.56,57.0233,0,9.247027027027027,40.0,0.0
298,0,0,0,0,0,7,0,0,0,0,0,0,4,0,86,40,59,27,40,14,0,210.0,40.0,508.78,21.1992,0,2.4227619047619045,40.0,0.0
299,0,0,0,1,0,22,0,0,0,0,1,0,7,0,136,40,56,80,40,14,0,137.0,31.0,960.81,40.0338,0,7.013211678832117,31.0,1.0
300,0,0,0,4,1,44,0,0,0,0,3,1,13,0,156,40,58,98,40,18,0,106.0,37.0,1127.0,46.9583,0,10.632075471698114,37.0,1.0
302,0,0,0,0,0,4,0,0,0,0,0,0,4,0,78,40,50,28,40,14,0,24.0,8.0,503.87,20.9946,0,20.994583333333335,8.0,1.0
303,0,0,0,9,0,69,0,0,0,0,6,0,20,0,228,40,64,164,40,30,0,60.0,28.0,2.65,0.1104,0,0.04416666666666667,28.0,1.0
304,0,0,0,27,4,66,0,0,0,0,7,1,16,0,185,40,55,130,38,24,2,60.0,28.0,46.23,1.9262,0,0.7705,28.0,1.0
305,0,0,0,1,0,40,0,0,0,0,1,0,13,0,153,40,75,78,40,21,0,130.0,34.0,1179.48,49.145,0,9.072923076923077,34.0,1.0
306,0,0,0,61,0,91,0,0,0,0,10,0,20,0,346,40,62,284,40,28,0,110.0,40.0,486.25,20.2604,0,4.420454545454546,40.0,0.0
307,0,0,0,0,1,18,0,0,0,0,0,1,9,0,137,40,58,79,40,22,0,69.0,13.0,1363.26,56.8025,0,19.757391304347827,13.0,1.0
308,0,0,0,16,0,23,0,0,0,0,2,0,6,0,107,40,55,52,40,14,0,163.0,40.0,242.62,10.1092,0,1.4884662576687118,40.0,0.0
309,0,0,0,0,0,22,0,0,0,0,0,0,12,0,130,40,64,66,40,24,0,230.0,40.0,1287.96,53.665,0,5.599826086956522,40.0,0.0
310,0,0,0,0,3,15,0,0,0,0,0,1,3,0,52,8,17,35,7,6,1,129.0,40.0,787.08,32.795,0,6.10139534883721,40.0,0.0
311,0,0,0,0,0,1,0,0,0,0,0,0,1,0,61,40,58,3,40,3,0,85.0,24.0,105.08,4.3783,0,1.236235294117647,24.0,1.0
312,0,0,0,6,0,23,0,0,0,0,2,0,10,0,96,40,55,41,40,15,0,161.0,24.0,996.72,41.53,0,6.1908074534161495,24.0,1.0
313,0,0,0,11,0,67,0,0,0,0,5,0,12,0,211,31,48,163,31,27,0,201.0,40.0,144.83,6.0346,0,0.720547263681592,40.0,0.0
314,0,0,0,38,1,113,0,0,0,0,12,1,19,0,277,40,60,217,40,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
315,0,0,0,24,13,51,0,0,0,0,9,1,16,0,255,40,55,200,40,28,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
316,0,0,0,13,2,52,0,0,0,0,2,1,14,0,182,40,59,123,40,22,0,321.0,39.0,481.14,20.0475,0,1.4988785046728972,39.0,1.0
317,0,0,0,8,0,29,0,0,0,0,5,0,17,0,147,40,56,91,40,26,0,223.0,40.0,1200.21,50.0088,0,5.382107623318386,40.0,0.0
318,0,0,0,11,2,75,0,0,0,0,7,2,12,0,323,40,68,255,40,24,0,346.0,40.0,211.17,8.7988,0,0.6103179190751444,40.0,0.0
319,0,0,0,45,0,29,0,0,0,0,7,0,9,0,196,40,55,141,39,21,1,273.0,31.0,199.0,8.2917,0,0.7289377289377289,31.0,1.0
320,0,0,0,8,0,56,0,0,0,0,3,0,13,0,200,40,74,126,40,25,0,210.0,40.0,1200.45,50.0188,0,5.716428571428572,40.0,0.0
321,0,0,0,41,1,62,0,0,0,0,5,1,15,0,281,40,73,208,40,28,0,218.0,40.0,1369.71,57.0712,0,6.283073394495413,40.0,0.0
322,0,0,0,2,0,3,0,0,0,0,1,0,2,0,24,7,17,7,6,4,1,200.0,40.0,209.9,8.7458,0,1.0495,40.0,0.0
323,0,0,0,11,0,41,0,0,0,0,3,0,8,0,97,15,30,67,14,10,1,117.0,40.0,357.01,14.8754,0,3.051367521367521,40.0,0.0
324,0,0,0,1,0,9,0,0,0,0,1,0,4,0,30,7,15,15,6,5,1,227.0,40.0,427.52,17.8133,0,1.8833480176211452,40.0,0.0
325,0,0,0,0,2,18,0,0,0,0,0,2,3,0,93,12,22,71,12,7,0,199.0,40.0,509.47,21.2279,0,2.5601507537688444,40.0,0.0
326,0,0,0,3,3,66,0,0,0,0,1,3,14,0,216,40,52,164,37,29,3,109.0,40.0,354.97,14.7904,0,3.256605504587156,40.0,0.0
327,0,0,0,15,1,113,0,0,0,0,3,1,15,0,336,40,68,268,40,22,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
328,0,0,0,12,1,69,0,0,0,0,6,1,18,0,213,40,61,152,40,26,0,205.0,39.0,507.37,21.1404,0,2.4749756097560978,39.0,1.0
329,0,0,0,4,2,29,0,0,0,0,3,2,9,0,147,40,56,91,39,21,1,188.0,40.0,686.47,28.6029,0,3.651436170212766,40.0,0.0
330,0,0,0,12,0,57,0,0,0,0,4,0,15,0,185,40,62,123,40,21,0,325.0,40.0,340.86,14.2025,0,1.0488,40.0,0.0
331,0,0,0,9,2,93,0,0,0,0,4,2,20,0,308,40,94,214,40,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
332,0,0,0,10,1,58,0,0,0,0,5,1,20,0,172,38,59,113,38,29,0,111.0,40.0,334.65,13.9438,0,3.014864864864865,40.0,0.0
333,0,0,0,25,1,78,0,0,0,0,6,1,10,0,283,40,65,218,39,23,1,338.0,40.0,21.76,0.9067,0,0.06437869822485208,40.0,0.0
334,0,0,0,1,0,38,0,0,0,0,1,0,11,0,127,40,54,73,40,20,0,111.0,40.0,7.96,0.3317,0,0.07171171171171171,40.0,0.0
335,0,0,0,9,0,45,0,0,0,0,4,0,13,0,207,40,56,151,40,22,0,211.0,36.0,1180.6,49.1917,0,5.5952606635071085,36.0,1.0
336,0,0,0,74,0,61,0,0,0,0,10,0,13,0,258,40,60,198,40,23,0,238.0,32.0,1198.47,49.9362,0,5.035588235294118,32.0,1.0
337,0,0,0,6,0,40,0,0,0,0,2,0,11,0,231,40,78,153,40,23,0,8.0,2.0,0.6,0.025,0,0.075,2.0,1.0
338,0,0,0,19,2,36,0,0,0,0,6,1,12,0,144,40,57,87,39,20,1,5.0,1.0,0.03,0.0012,0,0.006,1.0,1.0
339,0,0,0,7,0,51,0,0,0,0,4,0,18,0,178,39,44,134,31,26,8,45.0,11.0,3.61,0.1504,0,0.08022222222222222,11.0,1.0
340,0,0,0,3,0,3,0,0,0,0,2,0,3,0,62,40,44,18,40,13,0,95.0,40.0,366.9,15.2875,0,3.8621052631578947,40.0,0.0
341,0,0,0,8,0,5,0,0,0,0,2,0,2,0,33,6,14,19,5,4,1,64.0,7.0,1176.3,49.0125,0,18.3796875,7.0,1.0
342,0,0,0,11,0,89,0,0,0,0,3,0,21,0,280,40,62,218,40,29,0,280.0,40.0,331.9,13.8292,0,1.1853571428571428,40.0,0.0
343,0,0,0,5,3,24,0,0,0,0,4,2,11,0,103,40,59,44,38,16,2,65.0,37.0,1037.31,43.2212,0,15.958615384615383,37.0,1.0
344,0,0,0,6,0,24,0,0,0,0,5,0,13,0,126,40,52,74,39,24,1,64.0,34.0,482.35,20.0979,0,7.53671875,34.0,1.0
345,0,0,0,1,2,53,0,0,0,0,1,1,5,0,187,11,20,167,9,7,2,106.0,24.0,1.61,0.0671,0,0.01518867924528302,24.0,1.0
346,0,0,0,1,2,23,0,0,0,0,1,1,6,0,74,10,14,60,7,7,3,17.0,7.0,124.73,5.1971,0,7.337058823529412,7.0,1.0
347,0,0,0,1,0,9,0,0,0,0,1,0,5,0,83,40,40,43,38,17,2,7.0,3.0,0.15,0.0062,0,0.02142857142857143,3.0,1.0
348,0,0,0,3,1,24,0,0,0,0,3,1,9,0,130,40,57,73,39,20,1,136.0,39.0,99.29,4.1371,0,0.7300735294117647,39.0,1.0
349,0,0,0,0,0,25,0,0,0,0,0,0,3,0,78,8,29,49,7,4,1,15.0,5.0,0.33,0.0138,0,0.022000000000000002,5.0,1.0
350,0,0,0,1,3,18,0,0,0,0,1,2,6,0,49,10,20,29,9,7,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
351,0,0,0,0,0,26,0,0,0,0,0,0,13,0,171,40,50,121,34,26,6,5.0,1.0,0.14,0.0058,0,0.028000000000000004,1.0,1.0
352,0,0,0,0,1,20,0,0,0,0,0,1,4,0,81,9,17,64,7,7,2,181.0,40.0,196.64,8.1933,0,1.0864088397790055,40.0,0.0
353,0,0,0,0,0,12,0,0,0,0,0,0,5,0,67,40,54,13,40,6,0,306.0,40.0,242.32,10.0967,0,0.7918954248366012,40.0,0.0
355,0,0,0,0,0,3,0,0,0,0,0,0,2,0,15,8,2,13,2,6,6,209.0,40.0,331.88,13.8283,0,1.5879425837320573,40.0,0.0
359,0,0,0,0,0,14,0,0,0,0,0,0,4,0,38,16,19,19,15,5,1,147.0,40.0,641.29,26.7204,0,4.362517006802721,40.0,0.0
363,0,0,0,16,0,1,0,0,0,0,2,0,1,0,19,3,1,18,1,3,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
